title,price,location,description,bedrooms,bathrooms,floor_area,land_size,property_type,subcategories,listing_url,listing_id,geo_location,car_spaces,classification,subdivision_name
4 Bedroom Single Attached Unit for Sale at Brizlane Residences in Quezon City,19195000,"Culiat, Quezon City","Quezon City, the largest city within the National Capital Region (NCR), spans approximately 64.17 square miles and boasts a population of 2,960,048 as of 2020. Positioned in the northern sector of Metro Manila, it serves as a hub for both commercial and residential ventures. Named in honor of the second president, Manuel L. Quezon, it comprises 12 barangays. Continuously recognized among the top 10 Asian cities by the London Financial Times, it secured 5th place for Best Economic Potential, 3rd for Cost Effectiveness, 6th for Best Human Resources, and 10th for Quality of Life.  The city is rich in significant historical occurrences, particularly dating back to the Spanish colonial era. Here lies the residence of Filipino patriot and revolutionary, Melchora Aquino, affectionately known as Tandang Sora. It was within her abode in Pugad Lawin where Filipino hero Andres Bonifacio and his fellow Katipuneros proclaimed a revolution for Philippine independence against Spanish rule, marking the genesis of the Filipino nation. Presently, this historic house stands in Project 8, recognized as Bahay Toro.  INVESTING IN PROPERTY IN QUEZON CITY In contemporary times, Quezon City emerges as an urban, contemporary, and financially robust locale. It draws a diverse demographic, including students, families, expatriates, and others, enticed by its plethora of shopping centers and recreational establishments. Moreover, the city holds allure for both local and international investors. Vibrant commercial districts like Cubao and Eastwood City epitomize this appeal, featuring lifestyle complexes housing malls, condos, hotels, and hosting renowned multinational corporations such as Citibank, IBM, Canon, and Mercury Drug Store.  Despite its sought-after status, the cost of property for sale in Quezon City, Metro Manila, remains comparatively lower than in areas like Makati or Ortigas. Yet, it remains highly coveted due to its unparalleled convenience and promising growth prospects propelled by ongoing infrastructure projects and real estate developments such as the Metro Rail Transit Line 7 and Cloverleaf, Ayala Land’s newest mixed-use community.  Undoubtedly, Quezon City presents an idyllic residential setting. However, for those inclined towards commercial ventures, purchasing a commercial property for sale in Quezon City, Metro Manila, holds significant appeal, given the city's status as one of the country's largest consumer markets, ensuring lucrative investment opportunities.  For those seeking a residence in Metro Manila, Quezon City stands out as a prudent option. Not only is it conveniently reachable, but it also fosters a flourishing business milieu. Additionally, it hosts a multitude of paramount institutions encompassing education, healthcare, government, and commerce, rendering it an optimal choice for individuals seeking housing solutions tailored to their lifestyles and requirements.",4,4,228,77,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/quezon-city-townhouses/4-bedroom-single-attached-unit-for-sale-at-brizlan-171833116327/,HO6629EE8D843ACPH,"[121.053576,14.669878]",N/A,N/A,Brizlane Residences
"5 Bedroom Townhouse Unit for Sale at Horseshoe Village in Horseshoe, Quezon City",57519457,"Horseshoe, Quezon City","Immerse yourself in a community where residences, workspaces, and hubs seamlessly blend to create a unique lifestyle. Rio Verde, nestled in Antipolo, Rizal, offers an exceptional experience that meets the discerning expectations of its residents, situated in the country’s prime investment hubs.  Designed for budding families and young professionaals, Rio Verde boasts amenities that provide comfort and leisure, enhancing residents' well-being while immersing them in the vibrant atmosphere of the location. The neighborhood, set against a captivating scenic backdrop, offers a lifestyle that epitomizes comfort and style.  Horseshoe Village Location: More than just a home, it is a way of living that transcends the ordinary, reflecting the ideal lifestyle of its residents. Conveniently located in Antipolo, residents can enjoy leisurely strolls around the neighborhood, with parks, shopping centers, and restaurants all within close proximity.  City of Quezon City: Located in the northern part of Metro Manila, Quezon City is widely regarded as the capital’s entertainment district, home to the country's two major television stations: ABS-CBN Corporation and GMA Network, Inc. The city's expansive size also makes it a thriving industrial and commercial hub.  Quezon City is the largest component city in the National Capital Region, spanning 166 square kilometers. It is also the most populous, with over 2.8 million residents as of 2010. This number is expected to grow in the coming years, as large areas of the city are being developed into new business districts and residential zones.",5,N/A,518,146,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/horseshoe-village/5-bedroom-townhouse-unit-for-sale-at-horseshoe-vil-173148275744/,HO66754EE5DEF2BPH,"[121.043543,14.613141]",N/A,N/A,Horseshoe Village
4 Bedroom Single Attached Unit for Sale at Brizlane Residences in Quezon City,19195000,"Culiat, Quezon City","Brizlane Residences is situated in a village along Tandang Sora Avenue, providing convenient access to some of Quezon City's most popular destinations. Restaurants, banks, and malls such as Circle C, Wilcon City Center, and SM Cherry Foodarama are just a 10-minute drive away. Brizlane Residences promotes a calm, distraction-free environment with a modern minimalist architectural design. Experience a peaceful home that fosters focus and relaxation, while still being at the heart of the bustling metro. Each unit features a second-floor living area with full-height, floor-to-ceiling windows, allowing ample natural light to brighten your living space.  Key features of the property:  Smart door lock All toilet and bath w/ multi-point water heater and rainshower Fully functional kitchen w/ modular cabinets Synthetic granite countertop Gas burner hob by Hafele Brand Built-in cabinet mounted hood SLI 2 by Hafele Brand Accessories counter waste bin and cutleries Shower enclosure-static shower glass for master’s toilet and bath   Building features and amenities:  Gated Community 24/7 CCTV camera surveillance Guardhouse Underground facilities for electricity and telephone lines   Nearby Establishments:  New Era General Hospital General Malvar Hospital Diliman Hospital Metro North Medical Center San Juan Medical Hospital St. Anthony Mary Claret College Maria Montessori School of Quezon City School Inc. New Era University Colegio de San Lorenzo University of the Philippines Miriam College Ateneo de Manila University   HLURB/LTS #: 117 Reservation fee: PHP 100,000 Monthly Downpayment: PHP 623,166.67 Financing/Payment Terms: Cash and Bank Financing",4,4,228,77,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/brizlane-residences/4-bedroom-single-attached-unit-for-sale-at-brizlan-171833115826/,HO603612D463A96PH,"[121.053576,14.669878]",N/A,N/A,Brizlane Residences
"House and Lot in Cubao, Perfect for Residential or Commercial Use",16000000,"Socorro, Quezon City","For Sale: House and Lot in Cubao - Perfect for Residential or Commercial Use!

Conveniently located just 250 meters from P. Tuazon
Accessible and strategic location ideal for business or residential purposes

Asking Price: PHP 16,000,000

Property Details:

Lot Area: 159 sqm
Dimensions: 7 meters (frontage) x 21 meters (depth)
Lot Shape: Regular cut
Inclined property – never flooded

Perfect for conversion into a commercial property or as a residence with potential income opportunities.

Don’t miss this investment opportunity in the heart of Cubao!",N/A,N/A,N/A,N/A,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/house-and-lot-in-cubao-perfect-for-residential-or-17318910410/,HO673A8F61E8D12PH,"[121.056446,14.617564]",N/A,N/A,N/A
Tivoli Royale 8-Bedroom 8BR House and Lot for Sale in Quezon City,60000000,"Batasan Hills, Quezon City","Code : DS88-003120
Category : For Sale
Project : Tivoli Royale
City :  Quezon City
Unit : 8-Bedroom 8BR + 8T&B
Size : FA : 600 sqm. LA : 308 sqm.
Parking : 2-Car Garages
Selling Price : PHP 60,000,000.00 GROSS PRICE

Details of the Property :
• Clean Title
• 3-Storey House with full basement
• 11.8-meter restriction
• All bedrooms have a balcony 
• Frontage: 18 meters 
• Features: Flat lot 
• With lower ground level, 
• With views of Marikina, Antipolo, and Eastwood 
• Nearby: Don Antonio Heights, Ayala Heights, Loyola Grand Villas

If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us:
** JACKSON LIM JR.
** Licensed Real Estate Broker - PRC#0005478
** Top Realty Corporation",8,8,600,308,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/tivoli-royale-8-bedroom-8br-house-and-lot-for-sale-173027550382/,HO6721E8AF40664PH,"[121.096563,14.681641]",N/A,N/A,Tivoli Royale
House and Lot for Sale in Quezon City at Don Antonio Royale Estates,45000000,"Matandang Balara, Quezon City","Code : DS88-002584 Category : For Sale Project : Don Antonio Royale Estates City : Quezon City Unit : 4-Bedrooms 4BR + 5T&B Size : LA: 315 sqm. FA: 500 sqm. Parking : 2-Car Garages Selling Price : Php 45,000,000.00 Net take home of Seller  Details of the Property: • Clean Title • Semi-Furnished • Located in a Private subdivision with 24/7 security. • Pre-Owned House & Lot • No need for any major repairs • 4 bedrooms with air conditioner and T&B per room  • 1 of the 4 bedrooms located at the GF dedicated for the elderly.  • 1 Driver's quarter with own T&B • 1 Maid's Quarter with own T&B • Garden and Grotto • With Pantry, Dirty kitchen and Laundry area • With 110 V provision • near Commonwealth Ave Matandang Balara, QC • regular rectangular lot • not perimeter not tumbok • house built 2004 • 15m frontage  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: ** JACKSON LIM JR. ** Licensed Real Estate Broker - PRC#0005478 ** Top Realty Corporation",4,5,500,315,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/house-and-lot-for-sale-in-quezon-city-at-don-anton-173027106328/,HO6721D757EAD53PH,"[121.082236,14.665648]",N/A,N/A,Don Antonio Royale Estate
"4-Storey Townhouse with 4Br and Parking FOR SALE in Scout Limbaga Extension, QC",29000000,"Sacred Heart, Quezon City","FOR SALE  4 Storey Townhouse, Scout Limbaga Extension in Brgy. Sacred Heart, Quezon City   Address: 170 -A Scout Limbaga Extension Lot Area: 125 sqm Floor Area: Approx. 320 sqm Semi furnished, storage area 4 BR with 3 T&B, 1 powder room Maid room, dirty kitchen, laundry area 4 Car Garage, 1 street parking Along the road Newly renovated and repainted   Selling price: 29M  Betty Ongsiaco Gorospe RE/MAX Capital PRC RES license No. 16330",4,N/A,320,125,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/4-storey-townhouse-with-4br-and-parking-for-sale-i-173095931717/,HO672C57D59D552PH,"[121.03781,14.632093]",N/A,N/A,N/A
TOWNHOUSE FOR SALE near COL. BONNY SERRANO AVE. QC,19500000,"Cubao, Quezon City","For Sale Brand New Townhouse near Col Bonny Serrano Ave Cubao Quezon City

MD-CUB498

Few Units Available

3 Storey
3 Bedrooms and Bathrooms
1 Powder Room
2 Parking Spaces

Floor Area: 198 SQM
Lot Area: 75 SQM

For more details, please contact:
JEFFREY LOCK
+63 927 964 8989
PRC REBL No. 26889
DHSUD B-NCR 5885
Grand Majesty Estate Corporation",N/A,N/A,N/A,N/A,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/townhouse-for-sale-near-col-bonny-serrano-ave-qc-173142652316/,HO673378DBA5EAEPH,"[121.0572,14.61777]",N/A,N/A,N/A
White Plains - Brand New House For Sale,185000000,"White Plains, Quezon City","White Plains - Brand New House For Sale   For Sale - ₱185M Gross (negotiable)  4 BR 4.5 TB Lot Area: 406 sqm Floor Area: 500+ sqm Inclusions: ACs only 5 car garage  Features: •⁠ ⁠Brand New House with garden by Ed Calma  •⁠ ⁠Living room with double height ceiling •⁠ ⁠200+ sqm roof deck  •⁠ ⁠Narra and Mahogany flooring •⁠ ⁠Walk-in closet in the Master bedroom •⁠ ⁠Entertainment room, storage room, separate maid’s and driver’s room, genset ready   DM for inquiries  Renz Ocampo",4,4.5,500,406,,"house, villas",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/white-plains-brand-new-house-for-sale-173172313850/,HO672DD76A5D236PH,"[121.0711795,14.6060344]",N/A,N/A,White Plains
BIG PRICE DROP!!!! House and Lot for Sale in Quezon City at Filinvest 2,39800000,"Bagong Silangan, Quezon City","Code : DS88-000832  Category : For Sale Project : Filinvest 2 City : Quezon City Unit : 4-Bedrooms 4BR + 5 T&B Size : FA : 443 sqm. LA : 267 sqm. Parking : 3-Car Garages Price per sqm: PHP 89,841.00 Selling Price : From ₱41,680,000.00 to PHP 39,800,000 GROSS PRICE  Details of the Property: • Clean Title • Semi-Furnished • With Maid's Room  Ground Floor: • 3 parking slots • Living room • Dining area • Clean and dirty kitchen • Guest room/den  Second Floor: • 4 bedrooms (2 master bedrooms with bathtubs) and en-suite toilet and baths  Third Floor: • Family/entertainment room • Viewing deck (overlooking Montalban mountains and facing the morning sun)  Other Details: • 11 ft. ceiling • Imported Denmark kitchen • House built in 2022, placed on the market in 2023 • Senorita step stairs • Diagonal lights in the second master bedroom • ₱600.00 monthly dues • Includes 5 air conditioning units  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: ** JACKSON LIM JR. ** Licensed Real Estate Broker - PRC#0005478 ** Top Realty Corporation",4,5,443,267,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/big-price-drop-house-and-lot-for-sale-in-quezon-ci-172958311988/,HO6717580FA2BD5PH,"[121.109668,14.703588]",N/A,N/A,Filinvest 2 Subdivision
"Quezon City, House and Lot for Sale in Quezon City at Don Antonio Royale Estates",45000000,"Matandang Balara, Quezon City","Code : DS88-002584 Category : For Sale Project : Don Antonio Royale Estates City : Quezon City Unit : 4-Bedrooms 4BR + 5T&B Size : LA: 315 sqm. FA: 500 sqm. Parking : 2-Car Garages Selling Price : Php 45,000,000.00 Net take home of Seller  Details of the Property: • Clean Title • Semi-Furnished • Located in a Private subdivision with 24/7 security. • Pre-Owned House & Lot • No need for any major repairs • 4 bedrooms with air conditioner and T&B per room  • 1 of the 4 bedrooms located at the GF dedicated for the elderly.  • 1 Driver's quarter with own T&B • 1 Maid's Quarter with own T&B • Garden and Grotto • With Pantry, Dirty kitchen and Laundry area • With 110 V provision • near Commonwealth Ave Matandang Balara, QC • regular rectangular lot • not perimeter not tumbok • house built 2004 • 15m frontage  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: ** JACKSON LIM JR. ** Licensed Real Estate Broker - PRC#0005478 ** Top Realty Corporation",4,5,500,315,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/quezon-city-house-and-lot-for-sale-in-quezon-city-17302710615/,HO6721D755D3C08PH,"[121.082236,14.665648]",N/A,N/A,Don Antonio Royale Estate
"3 Storey, 3 bedroom, 2 Bathroom Near Mindanao Ave and Tandang Sora QC",12000000,"Tandang Sora, Quezon City","24/7 Gated Subdivision
3 Storey Townhouse
3 Bedroom
2 Toilet and bath
Common Area convertible to 1 Bedroom
1 Car Garage
3 Air-conditioning Unit
 - All bedrooms with complete cabinets
 - with a dirty Kitchen
 - complete with safety grills, doors, and window screens
Finished Construction -  January 2023

wonderful neighborhood
Near Subway Mindanao Ave., Q.C.
Near Baranggay Tandang Sora Q.C.
Near SM Hypermarket Sanggandaan
Near Old Sauyo Road",3,2,128,70,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-3-bedroom-2-bathroom-near-mindanao-ave-an-17313758270/,HO6732B2D3982D4PH,"[121.042788,14.6820013]",1,447,Exclusive subdivision
3 Storey 4 BR Semi-furnished Townhouse at Project 6 Quezon City for SALE,11900000,"Bagong Pag-Asa, Quezon City","Three (3)-Storey Four (4)-Bedroom Semi-furnished Townhouse for SALE

Developer: 
Location: Project 6, Quezon City, Metro Manila, Philippines 
Lot Area:  72 square meters, more or less
Floor Area: 200 square meters, more or less
Selling Price: Php 11,900,000
inclusive of Capital Gains Tax and documentation with notarial fees

Description: 

• 3-Storey Townhouse 
• End unit/Corner unit
• 4 BR, 3 full T/B, 1 powder room
• Dining & kitchen at the 2nd Floor
• 3-car garage (1 slot can be converted to lanai)
• Utility/laundry area
• With additional grills - front & back

Features: 

• Commuter friendly
• Near church, barangay hall,  elementary and high schools
* Near commercial establishments such as supermarkets, malls, hospitals, schools, convenience stores, etc.
• Near Quezon City Hall, UP, major hospitals & govt offices
• Near SM, Trinoma, MRT, LRT and ongoing const. Subway
• Near Visayas & Mindanao Ave. 

Thank you.

M.A.Sedigo Realty Services",4,3,200,72,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-4-br-semi-furnished-townhouse-at-project-173134349666/,HO673234883EF59PH,"[121.04015,14.65954]",N/A,N/A,Project 6 
Cubao Townhouse For Sale - Newly-built (near Ali Mall),15000000,"Cubao, Quezon City","Newly-built townhouse in Cubao, Quezon City (near Ali Mall)  2 units available   Lot Area: 40SQM Floor Area: 120SQM  4 bedrooms (including maid's room) 3 toilet & bath 1 car garage  - spacious living & dining area - master's bedroom with built in cabinet, t&b, and split-type aircon - 1 bedroom with built in cabinet, balcony, and split-type aircon - 1 small bedroom with built in cabinet - includes kitchen & cabinet fixtures and gas range - telephone, cable, and CCTV ready  Kindly message me to schedule a visit.",3,3,120,40,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/cubao-townhouse-for-sale-newly-built-near-ali-mall-17300071705/,HO671DD0829D39BPH,"[121.0572,14.61777]",N/A,N/A,N/A
"For Sale 5 bedrooms Townhouse at Pineglades Residences, Project 8, Quezon City",16495000,"Project 8, Quezon City","PineGlades Residences Quezon City  PRE SELLING 4 Storey Townhouse   ✔Payment Terms:  ✔Spot Cash Payment with 5% Discount  ✔Bank Financing: 20% Down Payment Payable in 36 - 42 Months 80% Balance Payable thru Bank Financing   ✔Location: GSIS Village Project 8, Quezon City  ✔Lot Area: 60 SQM - 77 SQM +  ✔Gross Floor Area: 204 SQM - 253 SQM House Features  ✔4 Bedrooms  ✔3Toilet and Bath  ✔Powder room  ✔Living Area  ✔Dining Area  ✔Kitchen  ✔ervice Area  ✔Plantita Deck  ✔Family Deck  ✔2 Car Garage    Experience an exceptional residential lifestyle at the heart of Quezon City.  Pineglades Residences with total 48 units are breaking boundaries of residential living by bringing comfort and luxury and ensuring future residents the life they deserve.   All units with solar panel and smart home Ready  Nearby Establishments S&R Membership Shopping - 1.7km  Trinoma - 3.9km  Ayala Malls Vertis North - 4.2km  Fishermall 6.8km  Educational Institution  University of the Philippines - 8.4km  Ateneo de Manila University - 9km  FEU Diliman - 8.3km  Medical Institution  Metro North Medical Center - 2.8km  Quezon City General hospital - 2km  Allied Care Experts Medical Center - 2km  East Avenue Medical Center - 6.1km   Project Amenities  ✔Swimming Pool  ✔Gym Area ✔Kids playground  ✔Function hall   YOUR HOME IS YOUR INVESTMENT!!! Avail our promo terms up to 42 MONTHS TO PAY DOWNPAYMENT NO INTEREST!",4,3,214,86,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/pineglades-residences/for-sale-5-bedrooms-townhouse-at-pineglades-reside-172558963690/,HO641018AA1F0ABPH,"[121.0245,14.66958]",1,N/A,Pineglades Residences
Townhouse for sale in Scout area near Tomas Morato Timog near Kamuning,49000000,"South Triangle, Quezon City","Stylish Modern Townhouse For Sale in Scout Area, Quezon City  - Lot area: 101- 155 sqm - Floor area: 386- 460 sqm  - Selling price: 49,000,000-59,000,000 - Target turnover: October 2024  Property details: - 4 Bedrooms - 6 toilet and bath - 3-5 car garage - Living area - Dining area - porch - Foyer - Maid's room with T&B - Utility room - pump room - storage - Mini bar - powder room  SAMPLE COMPUTATION    Selling Price: 49,000,000.00    BANK FINANCING  30% Downpayment 14,700,000.00    After Downpayment    70% Loan Balance: Bank Financing 34,300,000.00    15 yrs: 327,788.67  20 yrs: 286,898.95    ** We can also assist you with your bank financing application.    (a) Bank's Prevailing rate for the first five (5) years. Fixed 8%  (b) Downpayment and loan balance varies on property's appraised value issued by the bank  (c) Interest rate will vary at the time of the loan    For inquiries and request for viewing please contact:  - Dean San Juan",4,4,460,155,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/townhouse-for-sale-in-scout-area-near-tomas-morato-172510591121/,HO66D0049353AB5PH,"[121.035979,14.637561]",N/A,N/A,N/A
Townhouse for sale in EDSA Congressional,20800000,"Congressional Avenue, Quezon City","Townhouse for sale in EDSA Congressional  *43 Units of 3 Storey Townhouse  Lot area: 87.3- 149.7 sqm Floor area: 255-370 sqm  Selling price: 20.8-32.8M  *3 Bedrooms *3 Toilet and bath *powder room *2-3 car garage *porch *foyer *maid's room with toilet and bath *pump room *yard *living area *kitchen *dining area *court yard *balcony  **About the property  *Compound type Houses made of Grade 60 rebars *full elegant light *individual septic tank *cistern *maid solid steel high-fence & electric fence *guard house *CCTV cameras on common areas  SAMPLE COMPUTATION    Selling Price: 20,800,000.00   BANK FINANCING  30% Downpayment 6,240,000.00    After Downpayment    70% Loan Balance: Bank Financing 14,560,000.00   5 yrs: 288,305.46 10 yrs: 169,053.95 15 yrs: 130,869.40 20 yrs: 112,883.53   ** We can also assist you with your bank financing application.    (a) Bank's Prevailing rate for the first five (5) years. Fixed 7%  (b) Downpayment and loan balance varies on property's appraised value issued by the bank  (c) Interest rate will vary at the time of the loan    For inquiries and request for viewing please contact:  - Dean San Juan",3,3,370,149,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/townhouse-for-sale-in-edsa-congressional-172678701049/,HO66ECADC29A188PH,"[121.031,14.66588]",N/A,N/A,N/A
Brand New House and Lot for Sale in Tivoli Royale Quezon City,125000000,"Batasan Hills, Quezon City","Breathtaking Gorgeous Modern House and Lot for Sale in Tivoli Royale Quezon City   Property Facing East Lot Area: 368 sqm  Floor Area: 800 plus sqm  House Details:  5 Bedroom with walk-in closet and toilet and bath 5 Bathrooms Powder room Staff Room ensuite toilet and bath Driver’s Room ensuite toilet and bath 4 Fully covered carport  Additional Features:  Brand New 3 Storey structure with mountain view Swimming pool Lanai Main kitchen with pantry Service kitchen Family room Elegant Modular Kitchen Formal Dining Room  Utility Area Storage room  Located nearby:  Ever Gotesco Mall Shopwise Commonwealth Robinsons Easymart Churches Christ the King Parish Culiat Foursquare Gospel Church St. Peter Parish Diliman Doctors Hospital General Malvar Hospital New Era General Hospital  Selling Price: 125,000,000.00  Direct Buyer Only!  Let me help you find your DREAM HOME. You may also enlist your property with us. Call me or message me for viewings or inquiries.  Rainier Espiritu Sales Person    Under Licensed Real Estate Broker No. 0022291 HLURB no. 0042938",5,7,800,368,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/tivoli-royale/brand-new-house-and-lot-for-sale-in-tivoli-royale-171686624474/,HO66554CC49C0CEPH,"[121.096563,14.681641]",4,,Tivoli Royale
3 Bedroom SINGLE ATTACHED Customized House and Lot for Sale at North Olympus,5300000,"Kaligayahan, Quezon City","PROJECT - CUSTOMIZED NORTH OLYMPUS SUBDIVISION  LOCATION - NORTH OLYMPUS Subdivision,ZABARTE Road, Brgy Kaligayahan Quezon City, Philippines Accessible via Commonwealth Avenue Mindanao Avenue Quirino Highway North Luzon Expressway (NLEX ) Public Transportation is available 24-hours a day  HOUSE FEATURES 2 Storey SINGLE ATTACHED  3 Bedroom 2 Toilet and Bath 1 Car Garage  LOT AREA - 65 sqm FLOOR AREA - 65sqm  SELLING PRICE- 5,300,000 20% SPOT Downpayment - 1,060,000 ( terms negotiable) 20% EQUITY 1,060,000 Pay in 18 months ZERO interest-58,888.80 60% BANK Balance - 3,180,000 20 years to pay -26,598.79  EASY ACCESS TO EVERYTHING YOU NEED  HOSPITALS Bernardino General Hospital 5.6km -8mins Commonwealth Medical Center 3.3 km - 6mins Fairview Polymedic 6.8km - 14 mins FEU Hospital 6.3km 12mins Our Lady of Mercy Hospital 3.1 km 6 mins  SCHOOLS Fatima University 15km -16 mins FEU - 6.3km - 12 mins La Consolacion Collge - 6.3km - 10 mins New ERa University - 14.3 km 18 mins OB Montessori Center - 3.0km 6 mins Sacred Heart Academy - 1.2km 3 mins St. Claire College - 2.1 km 5 mins St Joseph College - 4.0 7 mins St. Luke's SChool - 4.0 km 7 mins University of the Philippines - 14.3 km 21 mins  COMMERCIAL AND BUSINESS CENTER Ever Gotesco - 10.7 km - 18 mins La Mesa Eco Park - 6.9km 14 mins Puregold Zabarte - 2.3km 5 mins Robinsons Fairview - 2.9km 5 mins Savemore - 2.3km 5 mins SM Fairview 2.9km 5 mins SM Novaliches - 4.6 km 8 mins UP Techno Hub - 13.9 km 19 mins Wilcon - 8.4km 15mins Zabarte Town Center -2.3 km 5 mins  GOVERNMENT OFFICES Batasan - 9.5 km 17 mins COA - 11.2 km 19 mins DAR - 15.6 km 21 mins Sandigan Bayan - 10.4 km 19 mins  FOR SITE VIEWING PLEASE CALL/TEXT EVELYN SAMANIEGO License Broker PRC No. 000406",3,2,65,55,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/north-olympus-subdivision/3-bedroom-single-attached-customized-house-and-lot-172891810425/,NO538HO20VPZINTRESPH,"[121.04835,14.733322]",1,,North Olympus Subdivision
"Full Furnished High-End Townhouse For Sale in New Manila, Quezon City",95000000,"Mariana, Quezon City","HIGH-END TOWNHOUSE FOR SALE IN NEW MANILA QUEZON CITY  Located near Broadway Ave., New Manila, Quezon City  Inside Compound Total of 8 Units 3-Storey 5 Bedrooms 3-4 Car Garage  2 UNITS LEFT!  Lot Area: 227 sqm Floor Area: 496 sqm  Unit B (Fully Furnished) Price: PHP 95,000,000.00 with VAT   For more details, please contact:  Cristal Villena",5,6,496,227,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/full-furnished-high-end-townhouse-for-sale-in-new-172862880076/,HO651A6E1D04D06PH,"[121.034943,14.619578]",3,,N/A
474 sqm Corner Lot with Old house in New Manila for Sale (Near St. Lukes QC),71100000,"New Manila, Quezon City","Total Lot Area:                             474 sqm;
Frontage Along Sta. Ignatia St.: 26.94 m;
Frontage Along 18th St:              17.22m;
Facing along Sta Ignatia:             SouthWest;
Ownership:                                   Individual Owned
Flooding:                                        None
Land Classification:                      Residential
TCT Condition:                              Clean
Location:                                        50m away from St. Lukes QC Medical Center

BUYER’S ACCOUNT :  Registration Cost, Transfer Fees, Documentary Stamps, notarial               
                                      expenses and necessary expenses to transfer title
SELLER’S ACCOUNT :  6% CGT, Real estate taxes , Broker’s commission, and removal of all 
                                       annotations included in the MEMORANDUM OF ENCUMBRANCES
                                       section of the TCT.

For inquiries, feel free to text/call 09176272435/Viber.
Gary Guiang, PRC REBL 0010981",5,6,400,474,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/474-sqm-corner-lot-with-old-house-in-new-manila-fo-173200403714/,HO673C3A1B09DFDPH,"[121.0306,14.61633]",N/A,N/A,N/A
